id,date,season,home_team_id,away_team_id,home_score,away_score
122,2025-11-29,2025/26,25,62,3,2
123,2025-11-29,2025/26,54,77,3,2
124,2025-11-29,2025/26,86,27,1,4
125,2025-11-29,2025/26,73,36,1,2
126,2025-11-30,2025/26,15,89,1,2
127,2025-11-30,2025/26,66,51,1,0
128,2025-11-30,2025/26,57,85,0,2
129,2025-11-30,2025/26,21,45,0,2
130,2025-11-30,2025/26,16,1,1,1
131,2025-12-02,2025/26,77,86,0,1
132,2025-12-02,2025/26,36,25,4,5
133,2025-12-02,2025/26,27,73,2,2
134,2025-12-03,2025/26,1,72,2,0
135,2025-12-03,2025/26,85,66,3,4
136,2025-12-03,2025/26,70,15,0,1
137,2025-12-03,2025/26,51,57,0,1
138,2025-12-03,2025/26,62,16,3,1
139,2025-12-03,2025/26,45,54,1,1
140,2025-12-04,2025/26,89,21,1,1
141,2025-12-06,2025/26,66,1,2,1
142,2025-12-06,2025/26,77,16,0,0
143,2025-12-06,2025/26,86,57,3,0
144,2025-12-06,2025/26,25,54,3,0
145,2025-12-06,2025/26,27,70,2,1
146,2025-12-06,2025/26,73,72,2,0
147,2025-12-06,2025/26,62,45,3,3
148,2025-12-07,2025/26,85,21,1,1
149,2025-12-07,2025/26,36,15,1,2
150,2025-12-08,2025/26,51,89,1,4
151,2025-12-13,2025/26,16,86,2,0
152,2025-12-13,2025/26,45,85,2,0
153,2025-12-13,2025/26,70,36,2,3
154,2025-12-13,2025/26,1,51,2,1
155,2025-12-14,2025/26,15,25,0,3
156,2025-12-14,2025/26,57,73,3,0
157,2025-12-14,2025/26,54,27,1,0
158,2025-12-14,2025/26,21,66,2,3
159,2025-12-14,2025/26,72,62,1,1
160,2025-12-15,2025/26,89,77,4,4
161,2025-12-20,2025/26,27,16,2,2
162,2025-12-20,2025/26,77,70,1,1
163,2025-12-20,2025/26,85,54,0,0
164,2025-12-20,2025/26,25,21,3,0
165,2025-12-20,2025/26,51,72,0,2
166,2025-12-20,2025/26,73,45,1,2
167,2025-12-20,2025/26,86,1,0,1
168,2025-12-20,2025/26,62,15,4,1
169,2025-12-21,2025/26,66,89,2,1
170,2025-12-22,2025/26,36,57,1,0
171,2025-12-26,2025/26,89,27,1,0
172,2025-12-27,2025/26,57,25,1,2
173,2025-12-27,2025/26,1,85,2,1
174,2025-12-27,2025/26,72,77,4,1
175,2025-12-27,2025/26,70,86,0,0
176,2025-12-27,2025/26,45,51,2,1
177,2025-12-27,2025/26,21,36,0,1
178,2025-12-27,2025/26,16,66,1,2
179,2025-12-28,2025/26,54,62,1,1
180,2025-12-28,2025/26,15,73,0,1
181,2025-12-30,2025/26,70,27,1,3
182,2025-12-30,2025/26,16,77,2,2
183,2025-12-30,2025/26,57,86,0,2
184,2025-12-30,2025/26,21,85,2,2
185,2025-12-30,2025/26,1,66,4,1
186,2025-12-30,2025/26,89,51,1,1
187,2026-01-01,2025/26,15,36,1,1
188,2026-01-01,2025/26,45,62,0,0
189,2026-01-01,2025/26,72,73,0,0
190,2026-01-01,2025/26,54,25,0,0
191,2026-01-03,2025/26,66,57,3,1
192,2026-01-03,2025/26,85,70,2,0
193,2026-01-03,2025/26,51,21,3,0
194,2026-01-03,2025/26,77,1,2,3
195,2026-01-04,2025/26,62,89,1,1
196,2026-01-04,2025/26,86,72,2,4
197,2026-01-04,2025/26,27,15,2,0
198,2026-01-04,2025/26,73,54,1,1
199,2026-01-04,2025/26,36,45,2,2
200,2026-01-04,2025/26,25,16,1,1
201,2026-01-06,2025/26,21,57,1,2
202,2026-01-07,2025/26,77,73,3,2
203,2026-01-07,2025/26,72,54,3,0
204,2026-01-07,2025/26,15,66,0,0
205,2026-01-07,2025/26,86,51,1,1
206,2026-01-07,2025/26,36,16,2,1
207,2026-01-07,2025/26,25,85,1,1
208,2026-01-07,2025/26,70,89,2,2
209,2026-01-07,2025/26,27,62,4,3
210,2026-01-08,2025/26,1,45,0,0
211,2026-01-17,2025/26,89,25,2,0
212,2026-01-17,2025/26,16,72,2,0
213,2026-01-17,2025/26,62,36,1,0
214,2026-01-17,2025/26,45,70,1,1
215,2026-01-17,2025/26,54,15,2,1
216,2026-01-17,2025/26,73,21,1,2
217,2026-01-17,2025/26,57,1,0,0
218,2026-01-18,2025/26,51,27,0,0
219,2026-01-18,2025/26,66,86,0,1
220,2026-01-19,2025/26,85,77,1,1
221,2026-01-24,2025/26,21,54,3,1
222,2026-01-24,2025/26,70,73,2,2
223,2026-01-24,2025/26,36,85,2,1
224,2026-01-24,2025/26,25,51,2,0
225,2026-01-24,2025/26,77,45,3,2
226,2026-01-25,2025/26,72,57,0,2
227,2026-01-25,2025/26,15,16,1,3
228,2026-01-25,2025/26,27,66,0,2
229,2026-01-25,2025/26,1,89,2,3
230,2026-01-26,2025/26,86,62,1,1
231,2026-01-31,2025/26,85,86,1,1
232,2026-01-31,2025/26,62,1,0,4
233,2026-01-31,2025/26,51,77,0,2
234,2026-01-31,2025/26,16,21,3,2
235,2026-01-31,2025/26,45,27,4,1
236,2026-02-01,2025/26,66,72,0,1
237,2026-02-01,2025/26,89,36,3,2
238,2026-02-01,2025/26,57,15,1,1
239,2026-02-01,2025/26,73,25,2,2
240,2026-02-02,2025/26,54,70,3,0
241,2026-02-06,2025/26,62,57,3,1
242,2026-02-07,2025/26,89,73,2,0
243,2026-02-07,2025/26,1,54,3,0
244,2026-02-07,2025/26,77,66,1,1
245,2026-02-07,2025/26,70,21,0,2
246,2026-02-07,2025/26,36,86,1,2
247,2026-02-07,2025/26,51,16,1,3
248,2026-02-07,2025/26,27,72,2,3
249,2026-02-08,2025/26,85,15,0,1
250,2026-02-08,2025/26,45,25,1,2
251,2026-02-10,2025/26,16,62,2,2
252,2026-02-10,2025/26,86,77,1,2
253,2026-02-10,2025/26,73,27,1,2
254,2026-02-10,2025/26,21,89,1,1
255,2026-02-11,2025/26,66,85,1,0
256,2026-02-11,2025/26,15,70,2,3
257,2026-02-11,2025/26,25,36,3,0
258,2026-02-11,2025/26,57,51,0,0
259,2026-02-11,2025/26,54,45,0,1
260,2026-02-12,2025/26,72,1,1,1
261,2026-02-18,2025/26,51,1,2,2
262,2026-02-21,2025/26,66,62,1,1
263,2026-02-21,2025/26,72,85,0,2
264,2026-02-21,2025/26,16,70,1,1
265,2026-02-21,2025/26,21,77,0,0
266,2026-02-21,2025/26,25,27,2,1
267,2026-02-22,2025/26,15,51,1,0
268,2026-02-22,2025/26,57,45,0,1
269,2026-02-22,2025/26,54,36,1,3
270,2026-02-22,2025/26,73,1,1,4
271,2026-02-23,2025/26,86,89,0,1
272,2026-02-27,2025/26,51,66,2,0
273,2026-02-28,2025/26,77,54,1,1
274,2026-02-28,2025/26,70,72,3,4
275,2026-02-28,2025/26,45,21,5,2
276,2026-02-28,2025/26,27,86,2,3
277,2026-02-28,2025/26,62,25,0,1
278,2026-03-01,2025/26,85,57,2,1
279,2026-03-01,2025/26,36,73,2,1
280,2026-03-01,2025/26,89,15,2,1
281,2026-03-01,2025/26,1,16,2,1
282,2026-03-03,2025/26,77,72,0,0
283,2026-03-03,2025/26,86,70,2,0
284,2026-03-03,2025/26,62,54,0,1
285,2026-03-03,2025/26,51,45,2,1
286,2026-03-04,2025/26,66,16,1,4
287,2026-03-04,2025/26,85,1,0,1
288,2026-03-04,2025/26,36,21,0,1
289,2026-03-04,2025/26,25,57,2,2
290,2026-03-04,2025/26,27,89,2,1
291,2026-03-05,2025/26,73,15,1,3
292,2025-08-15,2025/26,3,4,1,0
293,2025-08-16,2025/26,76,60,0,1
294,2025-08-16,2025/26,95,71,3,1
295,2025-08-16,2025/26,8,63,0,1
296,2025-08-17,2025/26,64,75,3,3
297,2025-08-17,2025/26,56,40,1,0
298,2025-08-17,2025/26,52,80,1,0
299,2025-08-17,2025/26,19,44,0,1
300,2025-08-17,2025/26,91,40,0,1
301,2025-08-22,2025/26,40,56,1,0
302,2025-08-23,2025/26,4,40,5,2
303,2025-08-23,2025/26,8,52,3,1
304,2025-08-23,2025/26,60,19,3,0
305,2025-08-24,2025/26,80,3,4,0
306,2025-08-24,2025/26,71,76,1,2
307,2025-08-24,2025/26,44,91,1,0
308,2025-08-24,2025/26,63,64,2,0
309,2025-08-24,2025/26,75,95,1,0
310,2025-08-29,2025/26,76,64,3,1
311,2025-08-30,2025/26,80,75,1,7
312,2025-08-30,2025/26,91,52,1,0
313,2025-08-30,2025/26,63,40,3,6
314,2025-08-31,2025/26,56,3,1,1
315,2025-08-31,2025/26,71,8,3,1
316,2025-08-31,2025/26,95,44,3,2
317,2025-08-31,2025/26,40,19,3,2
318,2025-08-31,2025/26,60,4,1,0
319,2025-09-12,2025/26,4,80,4,0
320,2025-09-13,2025/26,8,91,1,0
321,2025-09-13,2025/26,52,95,1,2
322,2025-09-14,2025/26,75,63,2,1
323,2025-09-14,2025/26,64,40,1,2
324,2025-09-14,2025/26,19,56,1,1
325,2025-09-14,2025/26,40,76,2,0
326,2025-09-14,2025/26,44,71,1,0
327,2025-09-14,2025/26,3,60,3,1
328,2025-09-19,2025/26,60,56,1,0
329,2025-09-20,2025/26,91,3,2,2
330,2025-09-20,2025/26,64,8,4,1
331,2025-09-20,2025/26,76,75,3,0
332,2025-09-21,2025/26,40,44,2,3
333,2025-09-21,2025/26,52,63,1,0
334,2025-09-21,2025/26,71,80,1,1
335,2025-09-21,2025/26,95,19,5,2
336,2025-09-22,2025/26,4,40,1,0
337,2025-09-26,2025/26,44,4,1,2
338,2025-09-27,2025/26,80,95,3,1
339,2025-09-27,2025/26,63,91,2,2
340,2025-09-27,2025/26,40,52,2,0
341,2025-09-28,2025/26,8,40,1,1
342,2025-09-28,2025/26,56,64,0,2
343,2025-09-28,2025/26,75,60,0,1
344,2025-09-28,2025/26,19,71,0,0
345,2025-09-28,2025/26,3,76,0,0
346,2025-10-03,2025/26,40,80,2,0
347,2025-10-04,2025/26,19,4,0,3
348,2025-10-04,2025/26,64,91,0,0
349,2025-10-04,2025/26,52,76,1,2
350,2025-10-05,2025/26,60,63,1,2
351,2025-10-05,2025/26,71,3,2,2
352,2025-10-05,2025/26,95,8,2,2
353,2025-10-05,2025/26,44,56,5,0
354,2025-10-05,2025/26,75,40,1,1
355,2025-10-17,2025/26,40,44,3,3
356,2025-10-18,2025/26,8,60,3,2
357,2025-10-18,2025/26,56,95,1,1
358,2025-10-18,2025/26,4,71,6,2
359,2025-10-19,2025/26,76,40,2,1
360,2025-10-19,2025/26,80,64,3,3
361,2025-10-19,2025/26,3,52,2,2
362,2025-10-19,2025/26,63,19,4,0
363,2025-10-19,2025/26,91,75,0,2
364,2025-10-24,2025/26,40,91,1,2
365,2025-10-25,2025/26,64,40,0,3
366,2025-10-25,2025/26,95,63,1,0
367,2025-10-25,2025/26,76,4,2,1
368,2025-10-26,2025/26,75,19,6,1
369,2025-10-26,2025/26,56,80,2,0
370,2025-10-26,2025/26,52,71,0,1
371,2025-10-26,2025/26,3,8,1,2
372,2025-10-26,2025/26,60,44,2,1
373,2025-10-29,2025/26,71,64,1,0
374,2025-10-29,2025/26,80,40,1,1
375,2025-10-29,2025/26,19,76,2,0
376,2025-10-29,2025/26,8,75,2,0
